video_file,camera_file,frame_count,mobile_cell_count,stationary_cell_count,total_cells,motility_ratio,count_date_yyyy_mm_dd,start_date_yyyy_mm_dd,species,site,culture,experiment,well,days_from_start,toxin_exposure,cu_ug_l,ntu,tile,tile_count,lux_exposure,comment,collection_date,year,season,collection_site,preparation,release,non_mobile_count,video_file_name,experiment_chr,experiment_block,experiment_suffix,species_std,spm_material,brake_type,brake_class,log_ntu,lux_f
C2233,20250415_C2233_clip.MP4,504,14719,20087,34806,0.42288685858759983,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25633,4,BDC,450,NA,ceramic,1225,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,20087,C2233,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2234,20250415_C2234_clip.MP4,504,27924,26109,54033,0.5167952917661429,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25634,4,BDC,450,NA,ceramic,190,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,26109,C2234,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2235,20250415_C2235_clip.MP4,504,14983,18790,33773,0.44363840938027416,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25635,4,BDC,450,NA,ceramic,383,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,18790,C2235,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2236,20250415_C2236_clip.MP4,504,29463,27897,57360,0.5136506276150627,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25636,4,BDC,450,NA,ceramic,264,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,27897,C2236,11.2,11,2,L. digitata,NA,Brake dust (fine/superfine),fine,NA,0
C2237,20250415_C2237_clip.MP4,504,31698,30168,61866,0.5123654349723596,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25641,4,BaSO4,4.5,NA,ceramic,NA,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,30168,C2237,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2238,20250415_C2238_clip.MP4,504,17272,19059,36331,0.47540667749305,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25642,4,BaSO4,4.5,NA,ceramic,NA,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,19059,C2238,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2239,20250415_C2239_clip.MP4,504,20722,33061,53783,0.3852890318502129,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25643,4,BaSO4,4.5,NA,ceramic,NA,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,33061,C2239,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2240,20250415_C2240_clip.MP4,504,30460,27401,57861,0.5264340401997891,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25644,4,BaSO4,4.5,NA,ceramic,NA,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,27401,C2240,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2241,20250415_C2241_clip.MP4,504,17367,16679,34046,0.5101039769723316,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25645,4,BaSO4,4.5,NA,ceramic,NA,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,16679,C2241,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2242,20250415_C2242_clip.MP4,504,33165,29453,62618,0.5296400396052253,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25646,4,BaSO4,4.5,NA,ceramic,NA,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,29453,C2242,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2243,20250415_C2243_clip.MP4,504,31287,27367,58654,0.5334163057932962,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25651,NA,BaSO4,45,NA,ceramic,532,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,27367,C2243,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2244,20250415_C2244_clip.MP4,504,30894,30047,60941,0.5069493444479086,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25652,NA,BaSO4,45,NA,ceramic,359,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,30047,C2244,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2245,20250415_C2245_clip.MP4,504,456,1435,1891,0.24114225277630882,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25653,NA,BaSO4,45,NA,ceramic,372,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,1435,C2245,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2246,20250415_C2246_clip.MP4,504,23907,25512,49419,0.4837613063801372,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25654,NA,BaSO4,45,NA,ceramic,608,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,25512,C2246,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2247,20250415_C2247_clip.MP4,504,216,510,726,0.2975206611570248,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25655,NA,BaSO4,45,NA,ceramic,2762,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,510,C2247,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2248,20250415_C2248_clip.MP4,504,24189,22394,46583,0.5192666852714509,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25656,NA,BaSO4,45,NA,ceramic,5501,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,22394,C2248,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2249,20250415_C2249_clip.MP4,504,33754,30692,64446,0.523756323123235,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25661,NA,BaSO4,450,NA,ceramic,2448,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,30692,C2249,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2250,20250415_C2250_clip.MP4,504,1237,3864,5101,0.24250147029994118,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25662,NA,BaSO4,450,NA,ceramic,8011,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,3864,C2250,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2251,20250415_C2251_clip.MP4,504,27742,29574,57316,0.4840184241747505,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25663,NA,BaSO4,450,NA,ceramic,1717,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,29574,C2251,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2252,20250415_C2252_clip.MP4,504,27088,25111,52199,0.5189371443897393,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25664,NA,BaSO4,450,NA,ceramic,1232,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,25111,C2252,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2253,20250415_C2253_clip.MP4,504,29254,36733,65987,0.44332974676830283,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25665,NA,BaSO4,450,NA,ceramic,358,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,36733,C2253,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
C2254,20250415_C2254_clip.MP4,504,1774,4076,5850,0.30324786324786324,2025-04-15,2025-04-11,L. digitata,HW,53,11.2,25666,NA,BaSO4,450,NA,ceramic,123,0,NA,28/03/2025,2025,Spring,Harwich,2025-03-30,2025-04-03,4076,C2254,11.2,11,2,L. digitata,NA,Brake wear (BaSO4),NA,NA,0
