video_file,camera_file,frame_count,mobile_cell_count,stationary_cell_count,total_cells,motility_ratio,count_date_yyyy_mm_dd,start_date_yyyy_mm_dd,species,site,culture,experiment,well,days_from_start,toxin_exposure,cu_ug_l,ntu,tile,tile_count,lux_exposure,comment,collection_date,year,season,collection_site,preparation,release,non_mobile_count,video_file_name,experiment_chr,experiment_block,experiment_suffix,species_std,spm_material,brake_type,brake_class,log_ntu,lux_f
C1906i,20250104_C1906_clip.MP4,504,264,762,1026,0.2573099415204678,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24273,12,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,762,C1906i,9.2,9,2,L. digitata,NA,Control,NA,0,70
C1907i,20250104_C1907_clip.MP4,504,273,696,969,0.28173374613003094,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24274,12,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,696,C1907i,9.2,9,2,L. digitata,NA,Control,NA,0,70
C1908i,20250104_C1908_clip.MP4,504,266,682,948,0.2805907172995781,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24275,12,none,0,0,none,NA,70,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,682,C1908i,9.2,9,2,L. digitata,NA,Control,NA,0,70
C1909i,20250104_C1909_clip.MP4,504,305,1075,1380,0.2210144927536232,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24276,12,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1075,C1909i,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1910i,20250104_C1910_clip.MP4,504,500,703,1203,0.41562759767248547,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24281,12,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,703,C1910i,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1911i,20250104_C1911_clip.MP4,504,553,1063,1616,0.34220297029702973,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24282,12,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1063,C1911i,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1912i,20250104_C1912_clip.MP4,504,1435,1972,3407,0.421191664220722,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24283,12,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1972,C1912i,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1913i,20250104_C1913_clip.MP4,504,278,760,1038,0.2678227360308285,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24284,12,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,760,C1913i,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1914i,20250104_C1914_clip.MP4,504,232,636,868,0.2672811059907834,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24285,12,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,636,C1914i,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1915i,20250104_C1915_clip.MP4,504,276,699,975,0.28307692307692306,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24286,12,none,0,0,none,NA,117,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,699,C1915i,9.2,9,2,L. digitata,NA,Control,NA,0,117
C1916i,20250104_C1916_clip.MP4,504,307,991,1298,0.23651771956856701,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24291,12,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,991,C1916i,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1918i,20250104_C1918_clip.MP4,504,251,630,881,0.2849035187287174,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24292,12,none,0,0,none,NA,4,Refocused,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,630,C1918i,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1919i,20250104_C1919_clip.MP4,504,322,750,1072,0.3003731343283582,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24293,12,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,750,C1919i,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1920i,20250104_C1920_clip.MP4,504,230,655,885,0.2598870056497175,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24294,12,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,655,C1920i,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1921i,20250104_C1921_clip.MP4,504,382,897,1279,0.2986708365910868,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24295,12,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,897,C1921i,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1922i,20250104_C1922_clip.MP4,504,213,646,859,0.2479627473806752,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24296,12,none,0,0,none,NA,4,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,646,C1922i,9.2,9,2,L. digitata,NA,Control,NA,0,4
C1923i,20250104_C1923_clip.MP4,504,243,655,898,0.27060133630289535,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24301,12,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,655,C1923i,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1924i,20250104_C1924_clip.MP4,504,707,1519,2226,0.31761006289308175,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24302,12,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1519,C1924i,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1925i,20250104_C1925_clip.MP4,504,294,831,1125,0.2613333333333333,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24303,12,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,831,C1925i,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1926i,20250104_C1926_clip.MP4,504,263,608,871,0.3019517795637199,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24304,12,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,608,C1926i,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1927i,20250104_C1927_clip.MP4,504,580,1309,1889,0.3070407623080995,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24305,12,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1309,C1927i,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1928i,20250104_C1928_clip.MP4,504,316,906,1222,0.25859247135842883,2025-01-04,2024-12-23,L. digitata,BR,52,9.2,24306,12,none,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,906,C1928i,9.2,9,2,L. digitata,NA,Control,NA,0,0
C1929i,20250104_C1929_clip.MP4,504,469,1138,1607,0.2918481642812695,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24311,8,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1138,C1929i,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1930i,20250104_C1930_clip.MP4,504,245,644,889,0.27559055118110237,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24312,8,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,644,C1930i,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1931i,20250104_C1931_clip.MP4,504,332,660,992,0.3346774193548387,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24313,8,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,660,C1931i,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1932i,20250104_C1932_clip.MP4,504,1153,2252,3405,0.33861967694566814,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24314,8,SPM,0,460,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,2252,C1932i,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C1933i,20250104_C1933_clip.MP4,504,957,1890,2847,0.3361433087460485,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24315,8,SPM,0,460,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1890,C1933i,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C1934i,20250104_C1934_clip.MP4,504,618,1199,1817,0.34012107870115577,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24316,8,SPM,0,460,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1199,C1934i,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C1935i,20250104_C1935_clip.MP4,504,782,1744,2526,0.3095803642121932,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24321,8,SPM,0,850,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1744,C1935i,8.2,8,2,L. digitata,Field SPM,NA,NA,2.929929560084588,0
C1936i,20250104_C1936_clip.MP4,504,551,1449,2000,0.2755,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24322,8,SPM,0,850,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1449,C1936i,8.2,8,2,L. digitata,Field SPM,NA,NA,2.929929560084588,0
C1937i,20250104_C1937_clip.MP4,504,251,646,897,0.2798216276477146,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24323,8,SPM,0,850,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,646,C1937i,8.2,8,2,L. digitata,Field SPM,NA,NA,2.929929560084588,0
C1938i,20250104_C1938_clip.MP4,504,295,863,1158,0.2547495682210708,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24324,8,SPM,0,1184,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,863,C1938i,8.2,8,2,L. digitata,Field SPM,NA,NA,3.0737183503461227,0
C1939i,20250104_C1939_clip.MP4,504,265,746,1011,0.26211671612265086,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24325,8,SPM,0,1184,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,746,C1939i,8.2,8,2,L. digitata,Field SPM,NA,NA,3.0737183503461227,0
C1940i,20250104_C1940_clip.MP4,504,336,976,1312,0.25609756097560976,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24326,8,SPM,0,1184,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,976,C1940i,8.2,8,2,L. digitata,Field SPM,NA,NA,3.0737183503461227,0
C1941i,20250104_C1941_clip.MP4,504,214,644,858,0.2494172494172494,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24331,8,SPM,0,1473,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,644,C1941i,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1684974835230326,0
C1942i,20250104_C1942_clip.MP4,504,309,1242,1551,0.19922630560928434,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24332,8,SPM,0,1473,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1242,C1942i,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1684974835230326,0
C1943i,20250104_C1943_clip.MP4,504,290,627,917,0.31624863685932386,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24333,8,SPM,0,1473,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,627,C1943i,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1684974835230326,0
C1944i,20250104_C1944_clip.MP4,504,759,1538,2297,0.3304309969525468,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24334,8,SPM,0,1727,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1538,C1944i,8.2,8,2,L. digitata,Field SPM,NA,NA,3.2375437381428744,0
C1945i,20250104_C1945_clip.MP4,504,3670,4886,8556,0.4289387564282375,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24335,8,SPM,0,1727,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,4886,C1945i,8.2,8,2,L. digitata,Field SPM,NA,NA,3.2375437381428744,0
C1946i,20250104_C1946_clip.MP4,504,318,776,1094,0.2906764168190128,2025-01-04,2024-12-27,L. digitata,BR,52,8.2,24336,8,SPM,0,1727,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,776,C1946i,8.2,8,2,L. digitata,Field SPM,NA,NA,3.2375437381428744,0
C1948,20250108_C1948_clip.MP4,504,471,1053,1524,0.3090551181102362,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24341,4,CONTROL,0,0,ceramic,634,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1053,C1948,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1949,20250108_C1949_clip.MP4,504,1275,2642,3917,0.3255042124074547,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24342,4,CONTROL,0,0,ceramic,2373,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,2642,C1949,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1950,20250108_C1950_clip.MP4,504,849,1398,2247,0.37783711615487314,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24343,4,CONTROL,0,0,ceramic,2552,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1398,C1950,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1951,20250108_C1951_clip.MP4,504,310,947,1257,0.2466189339697693,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24344,4,CONTROL,0,0,ceramic,2590,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,947,C1951,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1952,20250108_C1952_clip.MP4,504,907,1348,2255,0.40221729490022173,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24345,4,CONTROL,0,0,ceramic,1828,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1348,C1952,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1953,20250108_C1953_clip.MP4,504,493,1312,1805,0.27313019390581716,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24346,4,CONTROL,0,0,ceramic,304,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1312,C1953,8.2,8,2,L. digitata,Control,Control,NA,0,0
C1954,20250108_C1954_clip.MP4,504,310,830,1140,0.2719298245614035,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24351,4,SPM,0,460,ceramic,2360,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,830,C1954,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C1956,20250108_C1956_clip.MP4,504,435,1138,1573,0.2765416401780038,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24352,4,SPM,0,460,ceramic,11812,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1138,C1956,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C1957,20250108_C1957_clip.MP4,504,519,1185,1704,0.3045774647887324,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24353,4,SPM,0,460,ceramic,5888,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1185,C1957,8.2,8,2,L. digitata,Field SPM,NA,NA,2.663700925389648,0
C1958,20250108_C1958_clip.MP4,504,294,827,1121,0.2622658340767172,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24354,4,SPM,0,1381,ceramic,2221,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,827,C1958,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1405080430381798,0
C1959,20250108_C1959_clip.MP4,504,327,908,1235,0.2647773279352227,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24355,4,SPM,0,1381,ceramic,800,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,908,C1959,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1405080430381798,0
C1960,20250108_C1960_clip.MP4,504,626,1166,1792,0.34933035714285715,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24356,4,SPM,0,1381,ceramic,655,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1166,C1960,8.2,8,2,L. digitata,Field SPM,NA,NA,3.1405080430381798,0
C1961,20250108_C1961_clip.MP4,504,273,769,1042,0.2619961612284069,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24361,4,SPM,0,2763,ceramic,577,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,769,C1961,8.2,8,2,L. digitata,Field SPM,NA,NA,3.441538038702161,0
C1962,20250108_C1962_clip.MP4,504,785,1498,2283,0.34384581690757776,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24362,4,SPM,0,2763,ceramic,173,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1498,C1962,8.2,8,2,L. digitata,Field SPM,NA,NA,3.441538038702161,0
C1963,20250108_C1963_clip.MP4,504,344,891,1235,0.2785425101214575,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24363,4,SPM,0,2763,ceramic,2335,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,891,C1963,8.2,8,2,L. digitata,Field SPM,NA,NA,3.441538038702161,0
C1964,20250108_C1964_clip.MP4,504,399,1146,1545,0.258252427184466,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24364,4,SPM,0,4144,ceramic,1429,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1146,C1964,8.2,8,2,L. digitata,Field SPM,NA,NA,3.6175245348862926,0
C1965,20250108_C1965_clip.MP4,504,584,1547,2131,0.2740497419052088,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24365,4,SPM,0,4144,ceramic,433,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1547,C1965,8.2,8,2,L. digitata,Field SPM,NA,NA,3.6175245348862926,0
C1966,20250108_C1966_clip.MP4,504,623,1332,1955,0.31867007672634273,2025-01-08,2025-01-04,L. digitata,BR,52,8.2,24366,4,SPM,0,4144,ceramic,289,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1332,C1966,8.2,8,2,L. digitata,Field SPM,NA,NA,3.6175245348862926,0
C1967,20250108_C1967_clip.MP4,504,446,1169,1615,0.2761609907120743,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24221,16,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1169,C1967,10.2,10,2,L. digitata,Control,Control,NA,0,0
C1968,20250108_C1968_clip.MP4,504,277,731,1008,0.2748015873015873,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24222,16,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,731,C1968,10.2,10,2,L. digitata,Control,Control,NA,0,0
C1969,20250108_C1969_clip.MP4,504,923,2132,3055,0.3021276595744681,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24223,16,CONTROL,0,0,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,2132,C1969,10.2,10,2,L. digitata,Control,Control,NA,0,0
C1970,20250108_C1970_clip.MP4,504,295,897,1192,0.24748322147651006,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24224,16,SPM,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,897,C1970,10.2,10,2,L. digitata,Field SPM,NA,NA,2.0043213737826426,0
C1971,20250108_C1971_clip.MP4,504,519,1714,2233,0.23242274966412899,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24225,16,SPM,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1714,C1971,10.2,10,2,L. digitata,Field SPM,NA,NA,2.0043213737826426,0
C1972,20250108_C1972_clip.MP4,504,1331,3198,4529,0.29388385957164936,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24226,16,SPM,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,3198,C1972,10.2,10,2,L. digitata,Field SPM,NA,NA,2.0043213737826426,0
C1973,20250108_C1973_clip.MP4,504,259,721,980,0.2642857142857143,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24231,16,PEAT,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,721,C1973,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1974,20250108_C1974_clip.MP4,504,801,1612,2413,0.33195192706174886,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24232,16,PEAT,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1612,C1974,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1975,20250108_C1975_clip.MP4,504,321,840,1161,0.27648578811369506,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24233,16,PEAT,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,840,C1975,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1976,20250108_C1976_clip.MP4,504,373,1034,1407,0.26510305614783225,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24234,16,COIR,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1034,C1976,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1977,20250108_C1977_clip.MP4,504,2119,3630,5749,0.36858584101582886,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24235,16,COIR,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,3630,C1977,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1978,20250108_C1978_clip.MP4,504,265,806,1071,0.24743230625583568,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24236,16,COIR,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,806,C1978,10.2,10,2,L. digitata,Organic,NA,NA,2.0043213737826426,0
C1979,20250108_C1979_clip.MP4,504,566,1557,2123,0.26660386245878476,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24241,16,KAOLINITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1557,C1979,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1980,20250108_C1980_clip.MP4,504,335,789,1124,0.29804270462633453,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24242,16,KAOLINITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,789,C1980,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1981,20250108_C1981_clip.MP4,504,261,698,959,0.2721584984358707,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24243,16,KAOLINITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,698,C1981,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1982,20250108_C1982_clip.MP4,504,312,847,1159,0.26919758412424505,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24244,16,GRAPHITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,847,C1982,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1983,20250108_C1983_clip.MP4,504,336,1204,1540,0.21818181818181817,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24245,16,GRAPHITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,1204,C1983,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1984,20250108_C1984_clip.MP4,504,287,886,1173,0.24467178175618073,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24246,16,GRAPHITE,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,886,C1984,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1985,20250108_C1985_clip.MP4,504,267,730,997,0.2678034102306921,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24251,16,SAND,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,730,C1985,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1986,20250108_C1986_clip.MP4,504,379,960,1339,0.2830470500373413,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24252,16,SAND,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,960,C1986,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1987,20250108_C1987_clip.MP4,504,270,747,1017,0.26548672566371684,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24253,16,SAND,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,747,C1987,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1988,20250108_C1988_clip.MP4,504,250,740,990,0.25252525252525254,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24254,16,PLASTER OF PARIS,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,740,C1988,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1989,20250108_C1989_clip.MP4,504,270,715,985,0.27411167512690354,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24255,16,PLASTER OF PARIS,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,715,C1989,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1990,20250108_C1990_clip.MP4,504,338,910,1248,0.2708333333333333,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24256,16,PLASTER OF PARIS,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,910,C1990,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1991,20250108_C1991_clip.MP4,504,263,767,1030,0.25533980582524274,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24261,16,CLAY CLOGGED,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,767,C1991,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
C1992,20250108_C1992_clip.MP4,504,295,753,1048,0.2814885496183206,2025-01-08,2024-12-23,L. digitata,BR,52,10.2,24262,16,CLAY CLOGGED,0,100,none,NA,0,NA,13/12/2024,2024,Winter,Bognor,2024-12-19,2024-12-20,753,C1992,10.2,10,2,L. digitata,Mineral / inert,NA,NA,2.0043213737826426,0
