HEADING, Timecode,,Battery        , , Temperature    , , Pressure       , , Turbidity, , , Depth       , , SSC         , , 
UNITS, [dd/MM/yyyy HH:mm:ss],[ms], Raw, V      , Raw, °C     , Raw, bar    , Raw1,Raw2, FTU    , Raw, m      , Raw, mg/l   , 
Sample,28/08/2023 11:05:35,23,,,12172369,18.552696,3569652,1.165667,0.581100,-79.750000,0.466334,,2.198590,,0.932668,
Sample,28/08/2023 11:05:36,23,,,12172379,18.552582,3546026,1.157894,0.626000,-79.300003,0.503257,,2.104490,,1.006515,
Sample,28/08/2023 11:05:37,23,,,12172361,18.552787,3561531,1.162995,0.762600,-79.059998,0.615590,,2.166333,,1.231179,
Sample,28/08/2023 11:05:38,23,,,12172344,18.552981,3580174,1.169129,0.718300,-79.940002,0.579160,,2.240253,,1.158320,
Sample,28/08/2023 11:05:39,23,,,12172329,18.553152,3578787,1.168673,0.702700,-81.110001,0.566331,,2.234770,,1.132663,
Sample,28/08/2023 11:05:40,23,,,12172324,18.553209,3601236,1.176060,0.736600,-81.290001,0.594209,,2.323229,,1.188417,
Sample,28/08/2023 11:05:41,23,,,12172337,18.553061,3601025,1.175990,0.617900,-79.879997,0.496596,,2.322400,,0.993193,
Sample,28/08/2023 11:05:42,23,,,12172361,18.552787,3618369,1.181698,0.642300,-80.129997,0.516662,,2.390336,,1.033323,
Sample,28/08/2023 11:05:43,23,,,12172372,18.552662,3619725,1.182144,0.599700,-80.190002,0.481630,,2.395633,,0.963260,
Sample,28/08/2023 11:05:44,23,,,12172399,18.552354,3609721,1.178852,0.589900,-79.259995,0.473571,,2.356505,,0.947142,
Sample,28/08/2023 11:05:45,23,,,12172384,18.552525,3629186,1.185257,0.874300,-79.250000,0.707445,,2.432534,,1.414891,
Sample,28/08/2023 11:05:46,23,,,12172464,18.551612,3655396,1.193883,0.767800,-83.740005,0.619866,,2.534274,,1.239732,
Sample,28/08/2023 11:05:47,23,,,12172555,18.550573,3651844,1.192714,0.608300,-81.970001,0.488702,,2.520527,,0.977404,
Sample,28/08/2023 11:05:48,23,,,12172615,18.549889,3657530,1.194585,0.679700,-80.419998,0.547417,,2.542528,,1.094835,
Sample,28/08/2023 11:05:49,23,,,12172623,18.549797,3653514,1.193263,0.662300,-81.000000,0.533109,,2.526992,,1.066217,
Sample,28/08/2023 11:05:50,23,,,12172647,18.549524,3669619,1.198564,1.121600,-79.090004,0.910811,,2.589200,,1.821622,
Sample,28/08/2023 11:05:51,23,,,12172694,18.548987,3681932,1.202616,0.508900,-80.889999,0.406961,,2.636599,,0.813922,
Sample,28/08/2023 11:05:52,23,,,12172726,18.548622,3693549,1.206440,0.727200,-79.990005,0.586479,,2.681195,,1.172957,
Sample,28/08/2023 11:05:53,23,,,12172788,18.547915,3695641,1.207128,0.850000,-79.440002,0.687463,,2.689214,,1.374925,
Sample,28/08/2023 11:05:54,23,,,12172802,18.547755,3698606,1.208104,0.736200,-81.270004,0.593880,,2.700572,,1.187760,
Sample,28/08/2023 11:05:55,23,,,12172812,18.547641,3712342,1.212625,0.592500,-80.940002,0.475709,,2.753097,,0.951418,
Sample,28/08/2023 11:05:56,23,,,12172828,18.547458,3720603,1.215344,0.574900,-81.150002,0.461236,,2.784614,,0.922471,
Sample,28/08/2023 11:05:57,23,,,12172837,18.547355,3719443,1.214963,0.592000,-79.330002,0.475298,,2.780191,,0.950595,
Sample,28/08/2023 11:05:58,23,9312186,5.107274,12172817,18.547584,3722759,1.216054,0.770400,-79.879997,0.622004,,2.792830,,1.244008,
Sample,28/08/2023 11:05:59,23,,,12172760,18.548234,3747594,1.224229,0.715700,-80.540001,0.577022,,2.887224,,1.154043,
Sample,28/08/2023 11:06:00,23,,,12172672,18.549238,3741232,1.222135,0.536500,-81.080002,0.429658,,2.863086,,0.859315,
Sample,28/08/2023 11:06:01,23,,,12172664,18.549330,3766895,1.230583,0.566900,-80.690002,0.454657,,2.960278,,0.909314,
Sample,28/08/2023 11:06:02,23,,,12172699,18.548930,3765412,1.230095,0.909800,-80.099998,0.736639,,2.954674,,1.473277,
Sample,28/08/2023 11:06:03,23,,,12172749,18.548360,3796928,1.240470,0.709200,-80.190002,0.571676,,3.073463,,1.143353,
Sample,28/08/2023 11:06:04,23,,,12172799,18.547789,3794116,1.239545,0.715100,-81.400002,0.576528,,3.062889,,1.153057,
Sample,28/08/2023 11:06:05,23,,,12172849,18.547218,3799075,1.241177,0.716600,-80.680000,0.577762,,3.081532,,1.155524,
Sample,28/08/2023 11:06:06,23,,,12172900,18.546637,3805222,1.243201,1.032700,-80.870003,0.837705,,3.104621,,1.675409,
Sample,28/08/2023 11:06:07,23,,,12172916,18.546454,3822696,1.248954,0.572200,-80.959999,0.459015,,3.170133,,0.918031,
Sample,28/08/2023 11:06:08,23,,,12172964,18.545906,3820333,1.248176,0.688300,-79.150002,0.554489,,3.161284,,1.108979,
Sample,28/08/2023 11:06:09,23,,,12172967,18.545872,3857599,1.260447,0.882700,-79.409996,0.714353,,3.300480,,1.428706,
Sample,28/08/2023 11:06:10,23,,,12172987,18.545644,3819290,1.247833,0.631500,-79.490005,0.507780,,3.157377,,1.015561,
Sample,28/08/2023 11:06:11,23,,,12172997,18.545530,3854654,1.259477,0.736700,-81.199997,0.594291,,3.289507,,1.188582,
Sample,28/08/2023 11:06:12,23,,,12173003,18.545461,3880620,1.268027,0.723400,-80.909996,0.583354,,3.386110,,1.166708,
