Time,Temp,IR,Vis,Lux,VBAT,turbidity_std
26/09/2024 15:13,22.94,4338,6207,91,3.58,0
26/09/2024 15:13,22.94,4338,6207,91,3.59,0
26/09/2024 15:13,22.94,4270,6011,81,3.59,0
26/09/2024 15:13,22.94,4258,6013,83,3.59,0
26/09/2024 15:14,22.94,4173,5899,81,3.59,0
26/09/2024 15:14,22.94,4131,5893,85,3.59,0
26/09/2024 15:14,22.94,4103,5809,81,3.59,0
26/09/2024 15:14,22.94,4094,5752,77,3.59,0
26/09/2024 15:15,22.94,4040,5678,76,3.59,0
26/09/2024 15:15,22.94,4106,5892,87,3.59,0
26/09/2024 15:15,22.94,4145,5983,91,3.59,0
26/09/2024 15:15,22.94,4122,5921,88,3.59,0
26/09/2024 16:48,22.31,3951,5572,76,3.58,20
26/09/2024 16:48,22.31,3949,5570,76,3.58,20
26/09/2024 16:48,22.31,3949,5568,76,3.58,20
26/09/2024 16:48,22.31,3948,5567,76,3.58,20
26/09/2024 16:49,22.31,3948,5566,76,3.58,20
26/09/2024 16:49,22.31,3947,5566,76,3.58,20
26/09/2024 16:49,22.31,3947,5564,76,3.58,20
26/09/2024 16:49,22.31,3946,5563,76,3.58,20
26/09/2024 16:50,22.31,3945,5561,76,3.58,20
26/09/2024 16:50,22.29,3944,5561,76,3.58,20
26/09/2024 16:50,22.31,3944,5560,76,3.58,20
26/09/2024 16:50,22.31,3943,5558,76,3.58,20
26/09/2024 16:51,22.27,3943,5557,76,3.58,20
26/09/2024 16:51,22.27,3942,5556,76,3.58,20
26/09/2024 16:51,22.27,3943,5557,76,3.58,20
26/09/2024 16:51,22.27,3942,5556,76,3.58,20
26/09/2024 16:51,22.28,3943,5556,76,3.58,20
26/09/2024 16:52,22.29,3943,5555,76,3.58,20
26/09/2024 16:52,22.25,3943,5554,75,3.58,20
26/09/2024 16:52,22.25,3942,5552,75,3.58,20
26/09/2024 16:52,22.25,3942,5550,75,3.58,20
26/09/2024 16:53,22.25,3941,5549,75,3.58,20
26/09/2024 16:53,22.25,3940,5548,75,3.58,20
26/09/2024 16:53,22.25,3940,5548,75,3.58,20
26/09/2024 16:53,22.25,3940,5548,75,3.58,20
26/09/2024 16:54,22.25,3940,5549,75,3.58,20
26/09/2024 16:54,22.25,3940,5549,75,3.58,20
26/09/2024 16:54,22.25,3940,5550,75,3.58,20
26/09/2024 16:54,22.25,3940,5550,75,3.58,20
26/09/2024 16:55,22.25,3940,5550,75,3.58,20
26/09/2024 16:55,22.25,3939,5548,75,3.58,20
26/09/2024 16:55,22.25,3938,5547,75,3.58,20
26/09/2024 16:55,22.25,3937,5545,75,3.58,20
26/09/2024 16:56,22.25,3936,5544,75,3.58,20
26/09/2024 16:56,22.25,3936,5544,75,3.58,20
26/09/2024 16:56,22.25,3936,5544,75,3.58,20
26/09/2024 16:56,22.25,3933,5527,74,3.58,20
26/09/2024 16:57,22.25,3919,5472,71,3.58,20
26/09/2024 16:57,22.25,3897,5361,64,3.58,20
26/09/2024 16:57,22.25,3907,5398,66,3.58,20
26/09/2024 16:57,22.25,3907,5400,66,3.58,20
26/09/2024 16:58,22.25,3906,5397,66,3.58,20
26/09/2024 16:58,22.25,3923,5472,70,3.58,20
26/09/2024 16:58,22.25,3934,5518,73,3.58,20
26/09/2024 16:58,22.25,3934,5517,73,3.58,20
26/09/2024 16:59,22.25,3933,5516,73,3.58,20
26/09/2024 16:59,22.25,3933,5516,73,3.58,20
26/09/2024 16:59,22.25,3933,5516,73,3.58,20
26/09/2024 16:59,22.25,3933,5516,73,3.58,20
26/09/2024 17:00,22.25,3933,5516,73,3.58,20
26/09/2024 17:00,22.25,3933,5516,73,3.58,20
26/09/2024 17:00,22.25,3932,5516,73,3.58,20
26/09/2024 17:00,22.25,3932,5515,73,3.58,20
26/09/2024 17:00,22.25,3932,5515,73,3.58,20
26/09/2024 17:01,22.25,3932,5514,73,3.58,20
26/09/2024 17:01,22.25,3932,5514,73,3.58,20
26/09/2024 17:01,22.25,3932,5514,73,3.58,20
26/09/2024 17:01,22.25,3932,5514,73,3.58,20
26/09/2024 17:02,22.25,3932,5514,73,3.58,20
26/09/2024 17:02,22.25,3932,5514,73,3.58,20
26/09/2024 17:02,22.25,3932,5514,73,3.58,20
26/09/2024 17:02,22.25,3932,5514,73,3.58,20
26/09/2024 17:03,22.25,3932,5514,73,3.58,20
26/09/2024 17:03,22.25,3932,5514,73,3.58,20
26/09/2024 17:03,22.25,3932,5514,73,3.58,20
26/09/2024 17:03,22.25,3932,5514,73,3.58,20
26/09/2024 17:04,22.25,3931,5514,73,3.58,20
26/09/2024 17:04,22.25,3931,5513,73,3.58,20
